course_id,course_name_en,course_name_th,course_abbrev,credit
3000276,EMBRYOLOGY AND GENETICS IN MEDICINE,คัพภวิทยาและพันธุศาสตร์ทางการแพทย์,EMB/GENE MED,4
3000278,NEUROSCIENCE,ประสาทศาสตร์,NEUROSCIENCE,4
3000278,NEUROSCIENCE,ประสาทศาสตร์,NEUROSCIENCE,4
3000280,THE CYCLE OF LIFE,วงจรวิวัฒน์แห่งชีวิต,CYC LIFE,4
3000281,HUMAN LIFE,ชีวิตมนุษย์,HUMAN LIFE,1
3000360,PRINCIPLE OF PREVENTIVE MEDICINE,หลักเวชศาสตร์ป้องกัน,PRINC PREV MED,1
3000362,EPIDEMIOLOGY AND BIOSTATISTICS,ระบาดวิทยาและชีวสถิติ,EPID/BIOSTAT,2
3000364,PRINCIPLE OF IMMUNOLOGY,หลักภูมิคุ้มกันวิทยา,PRINC IMMU,2
3000364,PRINCIPLE OF IMMUNOLOGY,หลักภูมิคุ้มกันวิทยา,PRINC IMMU,2
3000366,PRINCIPLE OF MEDICAL MICROBIOLOGY AND PARASITOLOGY,หลักจุลชีววิทยาและปรสิตวิทยาทางการแพทย์,MICRO/PARASITO,2
3000366,PRINCIPLE OF MEDICAL MICROBIOLOGY AND PARASITOLOGY,หลักจุลชีววิทยาและปรสิตวิทยาทางการแพทย์,MICRO/PARASITO,2
3000368,PRINCIPLE OF PATHOLOGY,หลักพยาธิวิทยา,PRINC PATHO,1
3000370,PRINCIPLE OF PHARMACOLOGY,หลักเภสัชวิทยา,PRINC PHARMACO,2
3000372,CLINICAL HEMATOLOGY AND SYSTEMIC INFECTION,โลหิตวิทยาคลินิกและการติดเชื้อทั่วร่างกาย,CLIN HEM/SYS INF,2
3000374,"CONNECTIVE TISSUE, INTEGUMENTARY AND MUSCULOSKELETAL SYSTEMS",เนื้อเยื่อเกี่ยวพัน ระบบผิวหนัง และระบบกล้ามเนื้อโครงกระดูก,CONNEC INTEG MUSCU,2
3000376,RESPIRATORY SYSTEM II,ระบบทางเดินหายใจ 2,RESP SYS II,2
3000378,CARDIOVASCULAR SYSTEM II,ระบบหัวใจหลอดเลือด 2,CVS SYS II,2
3000380,ALIMENTARY SYSTEM II,ระบบทางเดินอาหาร 2,ALIMENTARY SYS II,3
3000380,ALIMENTARY SYSTEM II,ระบบทางเดินอาหาร 2,ALIMENTARY SYS II,3
3000382,ENDOCRINE AND GENITOURINARY SYSTEMS,ระบบต่อมไร้ท่อและระบบสืบพันธุ์ทางเดินปัสสาวะ,ENDOC GENITOUR SYS,2
3000384,CLINICAL NEUROSCIENCE,ประสาทศาสตร์คลินิก,CLIN NEUROSCIENCE,2
3000386,CLINICAL IMMUNOLOGY AND INFECTIONS IN IMMUNOCOMPROMISED HOST,ภูมิคุ้มกันวิทยาคลินิกและการติดเชื้อในผู้ป่วยภูมิคุ้มกันบกพร่อง,CLIN IMMU IMMUCOMP,2
3000388,PSYCHOPATHOLOGY,พยาธิสภาพทางจิต,PSYCHOPATHOLOGY,2
3000388,PSYCHOPATHOLOGY,พยาธิสภาพทางจิต,PSYCHOPATHOLOGY,2
3000401,FOUNDATION OF CLINICAL COMPETENCY,พื้นฐานสมรรถนะทางคลินิก,FOUND CLIN COMP,4
3000403,FOUNDATION OF DIAGNOSTIC RADIOLOGY,พื้นฐานรังสีวิทยาวินิจฉัย,FOUND DIAG RADIO,2
3000405,"FOUNDATION OF NUCLEAR MEDICINE,THERAPEUTIC RADIOLOGY AND ONCOLOGY",พื้นฐานเวชศาสตร์นิวเคลียร์รังสีรักษาและมะเร็งวิทยา,NUC MED RADIO/ONCO,1
3000406,COMMUNITY MEDICINE I,เวชศาสตร์ชุมชน 1,COM MED I,1
3000407,THEORETICAL FORENSIC MEDICINE,ทฤษฎีนิติเวชศาสตร์,THEO FOREN MED,1
3000408,THEORETICAL MEDICINE,ทฤษฎีอายุรศาสตร์,THEO MED,4
3000408,THEORETICAL MEDICINE,ทฤษฎีอายุรศาสตร์,THEO MED,4
3000410,SKILLS IN MEDICINE I,ทักษะอายุรศาสตร์ 1,SKIL MED I,3
3000412,CLINICAL PERFORMANCE IN MEDICINE I,เวชปฏิบัติอายุรศาสตร์ 1,CLIN MED I,2
3000413,THEORETICAL PEDIATRICS I,ทฤษฎีกุมารเวชศาสตร์ 1,THEO PED I,4
3000415,THEORETICAL PEDIATRICS II,ทฤษฎีกุมารเวชศาสตร์ 2,THEO PED II,2
3000416,SKILLS IN PEDIATRICS I,ทักษะกุมารเวชศาสตร์ 1,SKIL PED I,3
3000418,CLINICAL PERFORMANCE IN PEDIATRICS I,เวชปฏิบัติกุมารเวชศาสตร์ 1,CLIN PED I,2
3000419,THEORETICAL SURGERY I,ทฤษฎีศัลยศาสร์ 1,THEO SURG I,3
3000421,THEORETICAL SURGERY II,ทฤษฎีศัลยศาสตร์ 2,THEO SURG II,3
3000422,SKILLS IN SURGERY I,ทักษะศัลยศาสตร์ 1,SKIL SURG I,3
3000424,CLINICAL PERFORMANCE IN SURGERY I,เวชปฏิบัติศัลยศาสตร์ 1,CLIN SURG I,2
3000426,THEORETICAL OBSTETRICS AND GYNECOLOGY,ทฤษฎีสูติศาสตร์-นรีเวชวิทยา,THEO OB/GYN,4
3000426,THEORETICAL OBSTETRICS AND GYNECOLOGY,ทฤษฎีสูติศาสตร์-นรีเวชวิทยา,THEO OB/GYN,4
3000428,SKILLS IN OBSTETRICS AND GYNECOLOGY I,ทักษะสูติศาสตร์-นรีเวชวิทยา 1,SKIL OB/GYN I,3
3000430,CLINICAL PERFORMANCE IN OBSTETRICS AND GYNECOLOGY I,เวชปฏิบัติสูติศาสตร์-นรีเวชวิทยา 1,CLIN OB/GYN I,2
3000502,EVIDENCE-BASED MEDICINE,มูลฐานการวิเคราะห์ทางเวชศาสตร์,EVIDENCE BASE MED,3
3000502,EVIDENCE-BASED MEDICINE,มูลฐานการวิเคราะห์ทางเวชศาสตร์,EVIDENCE BASE MED,3
3000503,AMBULATORY AND EMERGENCY MEDICINE,เวชศาสตร์ผู้ป่วยนอกและภาวะฉุกเฉินทางอายุรศาสตร์,AMBU EMER MED,4
3000505,CHRONIC AND PALLIATIVE CARE,การบริบาลผู้ป่วยเรื้อรังและผู้ป่วยระยะสุดท้าย,CHRON PALLIA CARE,4
3000505,CHRONIC AND PALLIATIVE CARE,การบริบาลผู้ป่วยเรื้อรังและผู้ป่วยระยะสุดท้าย,CHRON PALLIA CARE,4
3000507,PSYCHIATRY AND MENTAL HEALTH,จิตเวชศาสตร์และสุขภาพจิต,PSYCH/MENT HLTH,4
3000509,TRAUMATOLOGY AND SURGICAL EMERGENCY,วิทยาการบาดเจ็บและภาวะฉุกเฉินทางศัลยศาสตร์,TRAU SURG EMER,4
3000511,THEORETICAL ANESTHESIOLOGY AND CRITICAL CARE,ทฤษฎีวิสัญญีวิทยาและการบริบาลผู้ป่วยวิกฤติ,THEO ANESTH CC,2
3000513,CLINICAL PERFORMANCE IN ANESTHESIOLOGY AND CRITICAL CARE,เวชปฏิบัติวิสัญญีวิทยาและการบริบาลผู้ป่วยวิกฤติ,CLIN ANESTH CC,2
3000515,ORTHOPEDICS,ออร์โธปิดิกส์,ORTHOPEDICS,2
3000517,CLINICAL PERFORMANCE IN FORENSIC MEDICINE,เวชปฏิบัตินิติเวชศาสตร์,CLIN FOREN MED,1
3000519,THEORETICAL FAMILY AND COMMUNITY MEDICINE,ทฤษฎีเวชศาสตร์ครอบครัวและเวชศาสตร์ชุมชน,THEO FAM/COM MED,3
3000521,CLINICAL PERFORMANCE IN FAMILY AND COMMUNITY MEDICINE,เวชปฏิบัติเวชศาสตร์ครอบครัวและเวชศาสตร์ชุมชน,CLIN FAM/COM MED,3
3000523,OPHTHALMOLOGY,จักษุวิทยา,OPHTHALMOLOGY,2
3000525,OTOLARYNGOLOGY,โสต ศอ นาสิกวิทยา,OTOLARYNGOLOGY,2
3000527,REHABILITATION MEDICINE,เวชศาสตร์ฟื้นฟู,REHAB MED,2
3000529,FOUNDATION OF CLINICAL CLERKSHIP,พื้นฐานเวชปฏิบัติ,FOUND CLIN CLERK,2
3000601,CLINICAL EXPERIENCE I,ประสบการณ์ทางคลินิก 1,CLIN EXP I,4
3000601,CLINICAL EXPERIENCE I,ประสบการณ์ทางคลินิก 1,CLIN EXP I,4
3000608,EMERGENCY MEDICINE,เวชศาสตร์ฉุกเฉิน,EMERGENCY MEDICINE,2
3000609,CLINICAL EXPERIENCE IV,ประสบการณ์ทางคลินิก 4,CLIN EXP IV,2
3000619,CLINICAL EXPERIENCE V,ประสบการณ์ทางคลินิก 5,CLIN EXP V,2
3000629,CLINICAL EXPERIENCE VI,ประสบการณ์การทางคลินิก 6,CLIN EXP VI,2
3000662,CLINICAL AVIATION MEDICINE,เวชศาสตร์การบินคลินิก,CLIN AVIAT MED,2
3000685,SKILLS IN MEDICINE II,ทักษะอยุรศาสตร์ 2,SKIL MED II,4
3000686,CLINICAL PERFORMANCE IN MEDICINE II,เวชปฏิบัติอายุรศาสตร์ 2,CLIN MED II,4
3000687,SKILLS IN SURGERY II,ทักษะศัลยศาสตร์ 2,SKIL SURG II,3
3000688,CLINICAL PERFORMANCE IN SURGERY II,เวชปฏิบัติศัลยศาสตร์ 2,CLIN SURG II,2
3000689,SKILLS IN ORTHOPEDICS,ทักษะออร์โธปิดิกส์,SKIL ORTHO,2
3000690,CLINICAL PERFORMANCE IN ORTHOPEDICS,เวชปฏิบัติออร์โธปิดิกส์,CLIN ORTHO,1
3000691,SKILLS IN OBSTETRICS AND GYNECOLOGY II,ทักษะสูติศาสตร์-นรีเวชวิทยา 2,SKIL OB/GYN II,2
3000692,CLINICAL PERFORMANCE IN OBSTETRICS AND GYNECOLOGY II,เวชปฏิบัติสูติศาสตร์-นรีเวชวิทยา 2,CLIN OB/GYN II,2
3000693,SKILLS IN PEDIATRICS II,ทักษะกุมารเวชศาสตร์ 2,SKIL PED II,2
3000694,CLINICAL PERFORMANCE IN PEDIATRICS II,เวชปฏิบัติกุมารเวชศาสตร์ 2,CLIN PED II,2
3000697,CLINICAL PERFORMANCE IN GENERAL HOSPITAL I,เวชปฏิบัติในโรงพยาบาลทั่วไป 1,CLIN GEN HOSP I,3
3000698,CLINICAL PERFORMANCE IN GENERAL HOSPITAL II,เวชปฏิบัติในโรงพยาบาลทั่วไป 2,CLIN GEN HOSP II,3
3000699,CLINICAL PERFORMANCE IN COMMUNITY HOSPITAL,เวชปฏิบัติในโรงพยาบาลชุมชน,CLIN COM HOSP,1
3000701,SEMINAR I,\N,SEMINAR I,1
3000702,SEMINAR II,สัมมนา 2,SEMINAR II,1
3000704,BIOSTATISTICS IN CLINICAL SCIENCE RESEARCH,ชีวสถิติในการวิจัยทางเวชศาสตร์คลินิก,BIOSTAT CLIN SCI,3
3000719,CELL AND MOLECULAR BIOLOGY,เซลล์และอณูชีววิทยา,CELL MOLECULAR BIO,3
3000737,SCIENTIFIC PUBLICATION AND PRESENTATION IN THE AGE OF INFORMATION TECHNOLOGY,การตีพิมพ์และการนำเสนอผลงานทางวิทยาศาสตร์ในยุคของเทคโนโลยีสารสนเทศ,SCI PUB PRES IT,1
3000751,RESEARCH SKILLS IN BIOMEDICAL SCIENCES AND BIOTECHNOLOGY,ทักษะวิจัยทางชีวเวชศาสตร์และชีวเทคโนโลยี,RES SKILL BB,3
3000758,STEM CELL BIOLOGY,ชีววิทยาเซลล์ต้นกำเนิด,STEM CELL BIO,3
3000828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
3000894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
3000897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3001211,NEUROANATOMY,ประสาทกายวิภาคศาสตร์,NEUROANATOMY,2
3001221,ANATOMY,กายวิภาคศาสตร์,ANATOMY,2
3001222,ANATOMY LABORATORY,ปฏิบัติการกายวิภาคศาสตร์,ANATOMY LAB,1
3001332,CLINICAL ANATOMY,กายวิภาคศาสตร์คลินิก,CLIN ANAT,4
3001334,TOPOGRAPHIC ANATOMY,กายวิภาคโทโปกราฟิก,TOPO ANAT,2
3001338,CROSS-SECTIONAL NEUROANATOMY,ประสาทกายวิภาคศาสตร์ภาคตัดขวาง,CROSS NEUROANAT,2
3001342,APPLIED CROSS-SECTIONAL NEUROANATOMY,ประสาทกายวิภาคภาคตัดขวางประยุกต์,APP CROSS NEURO,2
3001727,SPECIAL RESEARCH PROJECT IN MOLECULAR GENETIC,โครงการวิจัยพิเศษทางอณูพันธุศาสตร์,SP RES PRO MOL GEN,3
3001728,SPECIAL RESEARCH PROJECT IN MOLECULAR BIOLOGY,โครงการวิจัยพิเศษทางอณูชีวโมเลกุล,SP RES PRO MOL BIO,3
3001729,SPECIAL TOPICS IN MOLECULAR GENETIC RESEARCH,หัวข้อพิเศษทางการวิจัยทางอณูพันธุศาสตร์,SP TOP MOL GEN RES,1
3001730,SPECIAL TOPICS IN MOLECULAR BIOLOGY RESEARCH,หัวข้อพิเศษทางการวิจัยทางอณูชีววิทยา,SP TOP MOL BIO RES,1
3001734,HUMAN AND MOLECULAR GENETICS,มนุษย์และอณูพันธุศาสตร์,HMG,2
3001743,BASIC RESEARCH METHOD IN CELL BIOLOGY,วิธีการวิจัยพื้นฐานทางเซลล์ชีววิทยา,BSC METH CELL BIO,2
3001744,ADVANCED CELLULAR AND MOLECULAR BIOLOGY,เซลล์และอณูชีววิทยาขั้นสูง,ADV CELL MOL BIO,2
3002361,PEDIATRICS FOR PHYSICAL THERAPIST,กุมารเวชศาสตร์สำหรับนักกายภาพบำบัด,PEDIATR PHYS THER,1
3002646,PEDIATRIC HEMATOLOGY AND ONCOLOGY FOR MEDICAL STUDENTS,โรคเลือดและมะเร็งเด็กสำหรับนิสิตแพทย์,PED HEM/ONCO,2
3002646,PEDIATRIC HEMATOLOGY AND ONCOLOGY FOR MEDICAL STUDENTS,โรคเลือดและมะเร็งเด็กสำหรับนิสิตแพทย์,PED HEM/ONCO,2
3002662,NEONATOLOGY,ทารกแรกเกิด,NEONATOLOGY,2
3004338,EUKARYOTIC PATHOGENS,เชื้อก่อโรคชนิดยูคาริโอต์,EUK PATHOGENS,4
3004338,EUKARYOTIC PATHOGENS,เชื้อก่อโรคชนิดยูคาริโอต์,EUK PATHOGENS,4
3005718,FUNDAMENTAL BIOINFORMATICS IN MEDICAL SCIENCES,ชีวสารสนเทศศาสตร์พื้นฐานทางวิทยาศาสตร์การแพทย์,FUND BIOINF MED,2
3006630,PROFESSIONAL EXPERIENCE IN FORENSIC MEDICINE,ประสบการณ์วิชาชีพนิติเวชศาสตร์,PRO EXP FOREN MED,2
3007101,BEHAVIORAL SCIENCE,พฤติกรรมศาสตร์,BEHAVIORAL SCIENCE,2
3007630,PRACTICE IN CLINICAL PSYCHIATRY,ปฏิบัติงานจิตเวชศาสตร์,PRAC CLIN PSYCHI,2
3007743,INTERPERSONAL PSYCHOTHERAPY,จิตบำบัดสัมพันธภาพระหว่างบุคคล,INTERPERS THERAPY,2
3008338,VECTOR-BORNE DISEASES,โรคที่นำโดยแมลง,VECTOR BORNE DIS,2
3009201,BASIC PATHOLOGY,พยาธิวิทยาพื้นฐาน,BASIC PATHOLOGY,2
3009604,PRACTICAL FINE NEEDLE ASPIRATION,การเจาะดูดด้วยเข็มเล็กภาคปฏิบัติ,PRAC FNA,2
3010101,DRUG AND DAILY LIFE,ยากับชีวิตประจำวัน,DRUG DAILY LIFE,3
3010334,CLINICAL APPLICATION OF PHARMACOLOGY,การประยุกต์ความรู้เภสัชวิทยาทางคลินิก,CLIN APP PHARMACO,4
3010336,LITERATURE REVIEW IN PHARMACOLOGY,การทบทวนวรรณกรรมทางเภสัชวิทยา,LIT REV PHARMACO,4
3010340,STEM CELL BIOLOGY,ชีววิทยาเซลล์ต้นกำเนิด,STEM CELL BIOLOGY,4
3010720,CANCER BIOLOGY AND THERAPEUTICS,ชีววิทยาของมะเร็งและการรักษา,CANCER BIO THER,3
3011658,ULTRASOUND IN GENERAL PRACTICE,คลื่นเสียงความถี่สูงในเวชปฏิบัติทั่วไป,US GEN PRAC,2
3011658,ULTRASOUND IN GENERAL PRACTICE,คลื่นเสียงความถี่สูงในเวชปฏิบัติทั่วไป,US GEN PRAC,2
3011658,ULTRASOUND IN GENERAL PRACTICE,คลื่นเสียงความถี่สูงในเวชปฏิบัติทั่วไป,US GEN PRAC,2
3011668,INTERVENTIONAL RADIOLOGY,รังสีร่วมรักษา,INTERV RADIO,2
3011674,DIAGNOSTIC RADIOLOGY,รังสีวิทยาวินิจฉัย,DIAG RADIOL,2
3012622,MANAGEMENT OF COMMON ACUTE PAIN PROBLEMS,การบำบัดความปวดชนิดเฉียบพลันที่พบบ่อย,MGT COM AC PAIN,2
3013336,LABORATORY INTERPRETATION,การแปลผลทางห้องปฎิบัติการ,LAB INTERPRET,2
3013338,PRACTICE IN LABORATORY MEDICINE,ปฏิบัติการเวชศาสตร์ชันสูตร,PRAC LAB MED,2
3014707,MEDICAL STATISTICS,สถิติทางการแพทย์,MEDICAL STATISTICS,2
3014712,STATISTICS IN HEALTH RESEARCH II,สถิติในงานวิจัยด้านสุขภาพ 2,STAT HLTH RES II,2
3014727,HEALTH PROMOTION II,การสร้างเสริมสุขภาพ 2,HLTH PROM II,2
3014729,PRIMARY HEALTH CARE AND FAMILY MEDICINE,การสาธารณสุขมูลฐานและเวชศาสตร์ครอบครัว,PRI HLTH CARE MED,3
3014826,DISSERTATION,วิทยานิพนธ์,DISSERTATION,36
3014881,ADVANCED EPIDEMIOLOGIC METHODS,วิธีการทางระบาดวิทยาชั้นสูง,ADV EPI MENT,2
3014894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
3014897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3015663,TRAUMA IV,ศัลยศาสตร์อุบัติเหตุ 4,TRAUMA IV,2
3017211,PHYSIOLOGY FOR PHYSICAL THERAPIST,สรีรวิทยาสำหรับนักกายภาพบำบัด,PHYSIO PT,3
3017213,PHYSIOLOGY FOR PHYSICAL THERAPIST LABORATORY,ปฏิบัติการสรีรวิทยาสำหรับนักกายภาพบำบัด,PHYSIO PT LAB,1
3017311,PHYSIOLOGY,\N,PHYSIOLOGY,2
3017723,STATISTICS FOR MEDICAL SCIENCES,สถิติสำหรับวิทยาศาสตร์การแพทย์,STAT MED SCI,2
3018301,OBSTETRICS AND GYNECOLOGY FOR PHYSICAL THERAPIST,สูติศาสตร์-นรีเวชวิทยาสำหรับนักกายภาพบำบัด,OB/GYN PHYS THER,1
3018301,OBSTETRICS AND GYNECOLOGY FOR PHYSICAL THERAPIST,สูติศาสตร์-นรีเวชวิทยาสำหรับนักกายภาพบำบัด,OB/GYN PHYS THER,1
3020301,GENERAL MEDICINE I,อายุรศาสตร์ทั่วไป 1,GEN MEDICINE I,2
3020302,GENERAL MEDICINE II,อายุรศาสตร์ทั่วไป 2,GEN MEDICINE II,2
3020620,CLINICAL CARDIOLOGY,หทัยวิทยาคลินิก,CLIN CARDIO,2
3020630,ECHOCARDIOGRAPHY,หลักการตรวจหัวใจด้วยเครื่องเอโคคาดิโอกราฟฟี,ECHOCARDIOGRAPHY,2
3020632,CORONARY CARE PROCEDURES,แนวปฏิบัติรักษาผู้ป่วยเส้นเลือดรอบหัวใจอุดตัน,CORON CARE PROCE,2
3020665,CLINICAL INFECTIOUS DISEASES AND HIV MEDICINE II,โรคติดเชื้อคลินิกและอายุรกรรมโรคเอดส์ 2,CLIN ID/HIV MED II,2
3020677,PRACTICAL NEPHROLOGY II,วิทยาโรคไตปฏิบัติ 2,PRAC NEPHRO II,2
3020684,MEDICAL PRACTICE IN INFECTIOUS DISEASES,เวชปฏิบัติด้านอายุรศาสตร์โรคติดเชื้อ,MED PRAC INF DIS,2
3100507,VETERINARIAN AND SOCIETY,สัตวแพทย์กับสังคม,VET SOC,1
3100700,RESEARCH METHODOLOGY IN VETERINARY SCIENCE,วิธีวิทยาการวิจัยทางสัตวแพทยศาสตร์,RES METH VET SCI,2
3100705,PERSPECTIVES AND INNOVATIONS IN BIOSCIENCES,ทัศนภาพ และนวัตกรรมทางชีวศาสตร์,PERS INNO BIOSCI,1
3101206,VETERINARY HISTOLOGY,วิทยาฮีสโตทางการสัตวแพทย์,VET HISTOL,4
3102501,VETERINARY CLINICAL PHYSIOLOGY,สรีรวิทยาคลินิกทางการสัตวแพทย์,VET CLIN PHYSIOL,2
3102502,TREATMENT OF BEHAVIORAL PROBLEMS OF DOGS AND CATS,การรักษาปัญหาพฤติกรรมสุนัขและแมว,TREAT BEHV DOG CAT,2
3102503,APPLICATION OF VETERINARY MOLECULAR BIOLOGY,การประยุกต์ใช้อณูชีววิทยาทางการสัตวแพทย์,APPL VET MOL BIOL,2
3102504,DERMATOLOGY IN CATS AND EXOTIC PETS,โรคผิวหนังในแมวและสัตว์เลี้ยงวิเทศ,DERM CATS EXO PETS,1
3102740,RESEARCH INSTRUMENTATION,การใช้เครื่องมือเพื่อการวิจัย,RES INSTR,3
3103102,PET CARE,การดูแลสัตว์เลี้ยง,PET CARE,3
3103104,EXOTIC PETS CARE,การเลี้ยงสัตว์แปลกต่างถิ่น,EXOTIC PETS CARE,3
3103205,HORSE RIDING,การขี่ม้า,HORSE RIDING,1
3103304,ANIMAL NUTRITION,อาหารสัตว์,ANL NUTRITION,2
3103714,BIOSTATISTICS FOR ANIMAL SCIENCE,ชีวสถิติทางวิทยาศาสตร์สัตว์,BIOSTAT ANL SCI,2
3104502,VETERINARY PHARMACOLOGY PRACTICE,การฝึกปฏิบัติด้านเภสัชวิทยาทางการสัตวแพทย์,VET PHARMACOL PRAC,1
3105513,VETERINARY PARASITOLOGY LABORATORY IN COMPANION ANIMALS,ปฏิบัติการปรสิตวิทยาทางการสัตวแพทย์ในสัตว์เลี้ยง,PARASIT LAB C ANL,1
3105700,APPLIED MOLECULAR BIOLOGY,ชีววิทยาระดับโมเลกุลประยุกต์,APP MOL BIO,3
3105702,SEMINAR IN PATHOBIOLOGY,สัมมนาพยาธิชีววิทยา,SEM PATH BIO,2
3105711,SPECIAL TOPICS IN VETERINARY PATHOLOGY,เรื่องพิเศษพยาธิวิทยาทางสัตวแพทย์,SPEC TOP VET PATH,2
3105714,ADVANCED CLINICAL VETERINARY PATHOLOGY,พยาธิวิทยาคลินิกทางสัตวแพทย์ขั้นสูง,ADV CLI VET PATH,2
3105715,SEMINAR IN VETERINARY PATHOLOGY I,สัมมนาพยาธิวิทยาทางสัตวแพทย์ 1,SEM VET PATH I,1
3105716,SEMINAR IN VETERINARY PATHOLOGY II,สัมมนาพยาธิวิทยาทางสัตวแพทย์ 2,SEM VET PATH II,1
3105717,POSTMORTEM PATHOLOGY I,พยาธิวินิจฉัย 1,POSTMORT PATH I,2
3105721,DIAGNOSTIC INTERPRETATION,การแปลผลการวินิจฉัยโรค,DIAG INTERP,1
3105722,CLINICAL VETERINARY PATHOLOGY INTERPRETATION,การแปลผลพยาธิคลินิกทางสัตวแพทย์,CLI VET PAT INTERP,1
3105723,VETERINARY ONCOLOGY,วิทยาเนื้องอกและมะเร็งทางสัตวแพทยศาสตร์,VET ONCOL,3
3105727,VETERINARY IMMUNOPATHOLOGY,พยาธิวิทยาภูมิคุ้มกันทางสัตวแพทยศาสตร์,VET IMMUNOL,2
3105730,SEMINAR IN PARASITOLOGY,สัมมนาปรสิตวิทยา,SEM PARA,1
3105731,SPECIAL TOPICS IN VETERINARY PARASITOLOGY,เรื่องพิเศษปรสิตวิทยาทางสัตวแพทย์,SPEC TOP VET PARA,2
3105732,DIAGNOSTIC PARASITOLOGY,ชันสูตรทางปรสิตวิทยา,DIAG PARA,3
3105733,EXPERIMENTAL PARASITOLOGY,การทดลองทางปรสิตวิทยา,EXP PARA,2
3105734,ADVANCED VETERINARY PARASITOLOGY,ปรสิตวิทยาทางสัตวแพทย์ขั้นสูง,ADV VET PARA,2
3105735,MOLECULAR BIOLOGY OF VETERINARY PARASITOLOGY,อณูชีววิทยาทางปรสิตทางการสัตวแพทย์,1MOL BIOL VET PARA,2
3105735,MOLECULAR BIOLOGY OF VETERINARY PARASITOLOGY,อณูชีววิทยาทางปรสิตทางการสัตวแพทย์,MOL BIOL VET PARA,2
3105773,CELL CULTURE TECHNIQUES,เทคนิคการเพาะเลี้ยงเซล,CELL CULT TECH,2
3105813,THESIS,วิทยานิพนธ์,THESIS,18
3105828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
3105829,DISSERTATION,วิทยานิพนธ์,DISSERTATION,60
3105894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
3105897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3107514,ANIMAL HEALTH ECONOMICS,เศรษฐศาสตร์สุขภาพสัตว์,ANL HLTH ECON,2
3107516,AMBULATORY BOVINE CLINICAL PRACTICE,ปฏิบัติการคลินิกเคลื่อนที่สำหรับโค,AMB BOV CLIN PRAC,1
3107517,VETERINARY COMMUNICATION,การสื่อสารทางด้านสัตวแพทย์,VET COMM,2
3107519,CLINICAL PROBLEM SOLVING IN COMPANION ANIMAL MEDICINE,การแก้ไขปัญหาทางคลินิกอายุรศาสตร์สัตว์เลี้ยง,CLIN PROB SOLV CAM,2
3107653,SPECIAL PRACTICE IN DERMATOLOGY CLINIC,คลินิกปฏิบัติพิเศษด้านโรคผิวหนัง,SPEC PRAC DERM,1
3107657,ORNAMENTAL FISH FARM MANAGEMENT,การจัดการฟาร์มปลาสวยงาม,ORN FISH FARM MGT,1
3107658,AQUARIUM MANAGEMENT,การจัดการพิพิธภัณฑ์สัตว์น้ำ,AQUARIUM MGT,1
3108511,ARTIFICIAL INSEMINATION PRACTICE IN RUMINANTS,การฝึกปฏิบัติผสมเทียมสัตว์เคี้ยวเอื้อง,AI PRAC RUM,2
3108513,VETERINARY PERSPECTIVES ON DAIRY INDUSTRY,ทัศนภาพทางการสัตวแพทย์ด้านอุตสาหกรรมโคนม,VET PERSP DAIR IND,1
3109606,VETERINARY PUBLIC HEALTH PRACTICE,การฝึกปฏิบัติทางสัตวแพทยสาธารณสุข,VET PUB HLTH PRAC,2
3109701,VETERINARY EPIDEMIOLOGY,ระบาดวิทยาทางสัตวแพทยศาสตร์,VET EPIDEMIOLOGY,3
3109702,SEMINAR IN VETERINARY PUBLIC HEALTH,สัมมนาสัตวแพทยสาธารณสุข,SEMINAR VPH,1
3109703,LAWS AND REGULATIONS RELATED TO VETERINARY PUBLIC HEALTH,กฏหมายและข้อบังคับทางสัตวแพทยสาธารณสุข,LAWS REGUL VPH,2
3109707,FOOD TOXICOLOGY,พิษวิทยาทางอาหาร,FOOD TOXICOLOGY,2
3109715,SPECIAL TOPICS IN VETERINARY PUBLIC HEALTH,เรื่องพิเศษทางสัตวแพทยสาธารณสุข,SPECIAL TOPIC VPH,3
3109717,MOLECULAR EPIDEMIOLOGY IN VETERINARY SCIENCE,ระบาดวิทยาระดับโมเลกุลทางการสัตวแพทย์,MOL EPID VET SCI,3
3109719,MOLECULAR BIOLOGY OF DRUG RESISTANCE IN VETERINARY SCIENCE,อณูชีววิทยาการดื้อยาทางการสัตวแพทย์,MOL DRUG RES,3
3109722,BIOINFORMATICS IN VETERINARY SCIENCES,ชีวสารสนเทศทางสัตวแพทยศาสตร์,BIOINFO VET SCI,2
